forecast_date,target,location,location_name,target_end_date,type,quantile,value
2020-07-05,1 wk ahead cum death,16,Idaho,2020-07-11,quantile,0.35,95
2020-07-05,1 wk ahead cum death,16,Idaho,2020-07-11,quantile,0.4,95
2020-07-05,1 wk ahead cum death,16,Idaho,2020-07-11,quantile,0.45,96
2020-07-05,1 wk ahead cum death,16,Idaho,2020-07-11,quantile,0.5,96
2020-07-05,1 wk ahead cum death,16,Idaho,2020-07-11,quantile,0.55,97
2020-07-05,1 wk ahead cum death,16,Idaho,2020-07-11,quantile,0.6,97
2020-07-05,1 wk ahead cum death,16,Idaho,2020-07-11,quantile,0.65,98
2020-07-05,1 wk ahead cum death,16,Idaho,2020-07-11,quantile,0.7,98
2020-07-05,1 wk ahead cum death,16,Idaho,2020-07-11,quantile,0.75,99
2020-07-05,1 wk ahead cum death,16,Idaho,2020-07-11,quantile,0.8,100
2020-07-05,1 wk ahead cum death,16,Idaho,2020-07-11,quantile,0.85,102
2020-07-05,1 wk ahead cum death,16,Idaho,2020-07-11,quantile,0.9,106
2020-07-05,1 wk ahead cum death,16,Idaho,2020-07-11,quantile,0.95,110
2020-07-05,1 wk ahead cum death,16,Idaho,2020-07-11,quantile,0.975,113
2020-07-05,1 wk ahead cum death,16,Idaho,2020-07-11,quantile,0.99,116
2020-07-05,2 wk ahead cum death,16,Idaho,2020-07-18,quantile,0.01,93
2020-07-05,2 wk ahead cum death,16,Idaho,2020-07-18,quantile,0.025,93
2020-07-05,2 wk ahead cum death,16,Idaho,2020-07-18,quantile,0.05,93
2020-07-05,2 wk ahead cum death,16,Idaho,2020-07-18,quantile,0.1,93
2020-07-05,2 wk ahead cum death,16,Idaho,2020-07-18,quantile,0.15,94
2020-07-05,2 wk ahead cum death,16,Idaho,2020-07-18,quantile,0.2,95
2020-07-05,2 wk ahead cum death,16,Idaho,2020-07-18,quantile,0.25,96
2020-07-05,2 wk ahead cum death,16,Idaho,2020-07-18,quantile,0.3,96
2020-07-05,2 wk ahead cum death,16,Idaho,2020-07-18,quantile,0.35,97
2020-07-05,2 wk ahead cum death,16,Idaho,2020-07-18,quantile,0.4,97
2020-07-05,2 wk ahead cum death,16,Idaho,2020-07-18,quantile,0.45,98
2020-07-05,2 wk ahead cum death,16,Idaho,2020-07-18,quantile,0.5,99
2020-07-05,2 wk ahead cum death,16,Idaho,2020-07-18,quantile,0.55,99
2020-07-05,2 wk ahead cum death,16,Idaho,2020-07-18,quantile,0.6,100
2020-07-05,2 wk ahead cum death,16,Idaho,2020-07-18,quantile,0.65,101
2020-07-05,2 wk ahead cum death,16,Idaho,2020-07-18,quantile,0.7,102
2020-07-05,2 wk ahead cum death,16,Idaho,2020-07-18,quantile,0.75,104
2020-07-05,2 wk ahead cum death,16,Idaho,2020-07-18,quantile,0.8,106
2020-07-05,2 wk ahead cum death,16,Idaho,2020-07-18,quantile,0.85,111
2020-07-05,2 wk ahead cum death,16,Idaho,2020-07-18,quantile,0.9,119
2020-07-05,2 wk ahead cum death,16,Idaho,2020-07-18,quantile,0.95,126
2020-07-05,2 wk ahead cum death,16,Idaho,2020-07-18,quantile,0.975,130
2020-07-05,2 wk ahead cum death,16,Idaho,2020-07-18,quantile,0.99,134
2020-07-05,3 wk ahead cum death,16,Idaho,2020-07-25,quantile,0.01,93
2020-07-05,3 wk ahead cum death,16,Idaho,2020-07-25,quantile,0.025,93
2020-07-05,3 wk ahead cum death,16,Idaho,2020-07-25,quantile,0.05,93
2020-07-05,3 wk ahead cum death,16,Idaho,2020-07-25,quantile,0.1,94
2020-07-05,3 wk ahead cum death,16,Idaho,2020-07-25,quantile,0.15,95
2020-07-05,3 wk ahead cum death,16,Idaho,2020-07-25,quantile,0.2,96
2020-07-05,3 wk ahead cum death,16,Idaho,2020-07-25,quantile,0.25,97
2020-07-05,3 wk ahead cum death,16,Idaho,2020-07-25,quantile,0.3,98
2020-07-05,3 wk ahead cum death,16,Idaho,2020-07-25,quantile,0.35,99
2020-07-05,3 wk ahead cum death,16,Idaho,2020-07-25,quantile,0.4,99
2020-07-05,3 wk ahead cum death,16,Idaho,2020-07-25,quantile,0.45,100
2020-07-05,3 wk ahead cum death,16,Idaho,2020-07-25,quantile,0.5,101
2020-07-05,3 wk ahead cum death,16,Idaho,2020-07-25,quantile,0.55,102
2020-07-05,3 wk ahead cum death,16,Idaho,2020-07-25,quantile,0.6,104
2020-07-05,3 wk ahead cum death,16,Idaho,2020-07-25,quantile,0.65,105
2020-07-05,3 wk ahead cum death,16,Idaho,2020-07-25,quantile,0.7,106
2020-07-05,3 wk ahead cum death,16,Idaho,2020-07-25,quantile,0.75,109
2020-07-05,3 wk ahead cum death,16,Idaho,2020-07-25,quantile,0.8,112
2020-07-05,3 wk ahead cum death,16,Idaho,2020-07-25,quantile,0.85,121
2020-07-05,3 wk ahead cum death,16,Idaho,2020-07-25,quantile,0.9,134
2020-07-05,3 wk ahead cum death,16,Idaho,2020-07-25,quantile,0.95,143
2020-07-05,3 wk ahead cum death,16,Idaho,2020-07-25,quantile,0.975,149
2020-07-05,3 wk ahead cum death,16,Idaho,2020-07-25,quantile,0.99,156
2020-07-05,4 wk ahead cum death,16,Idaho,2020-08-01,quantile,0.01,93
2020-07-05,4 wk ahead cum death,16,Idaho,2020-08-01,quantile,0.025,93
2020-07-05,4 wk ahead cum death,16,Idaho,2020-08-01,quantile,0.05,93
2020-07-05,4 wk ahead cum death,16,Idaho,2020-08-01,quantile,0.1,94
2020-07-05,4 wk ahead cum death,16,Idaho,2020-08-01,quantile,0.15,95
2020-07-05,4 wk ahead cum death,16,Idaho,2020-08-01,quantile,0.2,97
2020-07-05,4 wk ahead cum death,16,Idaho,2020-08-01,quantile,0.25,98
2020-07-05,4 wk ahead cum death,16,Idaho,2020-08-01,quantile,0.3,99
2020-07-05,4 wk ahead cum death,16,Idaho,2020-08-01,quantile,0.35,100
2020-07-05,4 wk ahead cum death,16,Idaho,2020-08-01,quantile,0.4,101
2020-07-05,4 wk ahead cum death,16,Idaho,2020-08-01,quantile,0.45,102
2020-07-05,4 wk ahead cum death,16,Idaho,2020-08-01,quantile,0.5,104
2020-07-05,4 wk ahead cum death,16,Idaho,2020-08-01,quantile,0.55,105
2020-07-05,4 wk ahead cum death,16,Idaho,2020-08-01,quantile,0.6,107
2020-07-05,4 wk ahead cum death,16,Idaho,2020-08-01,quantile,0.65,108
2020-07-05,4 wk ahead cum death,16,Idaho,2020-08-01,quantile,0.7,111
2020-07-05,4 wk ahead cum death,16,Idaho,2020-08-01,quantile,0.75,114
2020-07-05,4 wk ahead cum death,16,Idaho,2020-08-01,quantile,0.8,119
2020-07-05,4 wk ahead cum death,16,Idaho,2020-08-01,quantile,0.85,134
2020-07-05,4 wk ahead cum death,16,Idaho,2020-08-01,quantile,0.9,152
2020-07-05,4 wk ahead cum death,16,Idaho,2020-08-01,quantile,0.95,164
2020-07-05,4 wk ahead cum death,16,Idaho,2020-08-01,quantile,0.975,172
2020-07-05,4 wk ahead cum death,16,Idaho,2020-08-01,quantile,0.99,184
2020-07-05,5 wk ahead cum death,16,Idaho,2020-08-08,quantile,0.01,93
2020-07-05,5 wk ahead cum death,16,Idaho,2020-08-08,quantile,0.025,93
2020-07-05,5 wk ahead cum death,16,Idaho,2020-08-08,quantile,0.05,93
2020-07-05,5 wk ahead cum death,16,Idaho,2020-08-08,quantile,0.1,94
2020-07-05,5 wk ahead cum death,16,Idaho,2020-08-08,quantile,0.15,95
2020-07-05,5 wk ahead cum death,16,Idaho,2020-08-08,quantile,0.2,97
2020-07-05,5 wk ahead cum death,16,Idaho,2020-08-08,quantile,0.25,99
2020-07-05,5 wk ahead cum death,16,Idaho,2020-08-08,quantile,0.3,100
2020-07-05,5 wk ahead cum death,16,Idaho,2020-08-08,quantile,0.35,102
2020-07-05,5 wk ahead cum death,16,Idaho,2020-08-08,quantile,0.4,103
2020-07-05,5 wk ahead cum death,16,Idaho,2020-08-08,quantile,0.45,104
2020-07-05,5 wk ahead cum death,16,Idaho,2020-08-08,quantile,0.5,106
2020-07-05,5 wk ahead cum death,16,Idaho,2020-08-08,quantile,0.55,108
2020-07-05,5 wk ahead cum death,16,Idaho,2020-08-08,quantile,0.6,110
2020-07-05,5 wk ahead cum death,16,Idaho,2020-08-08,quantile,0.65,112
2020-07-05,5 wk ahead cum death,16,Idaho,2020-08-08,quantile,0.7,115
2020-07-05,5 wk ahead cum death,16,Idaho,2020-08-08,quantile,0.75,119
2020-07-05,5 wk ahead cum death,16,Idaho,2020-08-08,quantile,0.8,126
2020-07-05,5 wk ahead cum death,16,Idaho,2020-08-08,quantile,0.85,150
2020-07-05,5 wk ahead cum death,16,Idaho,2020-08-08,quantile,0.9,173
2020-07-05,5 wk ahead cum death,16,Idaho,2020-08-08,quantile,0.95,187
2020-07-05,5 wk ahead cum death,16,Idaho,2020-08-08,quantile,0.975,199
2020-07-05,5 wk ahead cum death,16,Idaho,2020-08-08,quantile,0.99,221
2020-07-05,6 wk ahead cum death,16,Idaho,2020-08-15,quantile,0.01,93
2020-07-05,6 wk ahead cum death,16,Idaho,2020-08-15,quantile,0.025,93
2020-07-05,6 wk ahead cum death,16,Idaho,2020-08-15,quantile,0.05,93
2020-07-05,6 wk ahead cum death,16,Idaho,2020-08-15,quantile,0.1,94
2020-07-05,6 wk ahead cum death,16,Idaho,2020-08-15,quantile,0.15,96
2020-07-05,6 wk ahead cum death,16,Idaho,2020-08-15,quantile,0.2,98
2020-07-05,6 wk ahead cum death,16,Idaho,2020-08-15,quantile,0.25,100
2020-07-05,6 wk ahead cum death,16,Idaho,2020-08-15,quantile,0.3,101
2020-07-05,6 wk ahead cum death,16,Idaho,2020-08-15,quantile,0.35,103
2020-07-05,6 wk ahead cum death,16,Idaho,2020-08-15,quantile,0.4,104
2020-07-05,6 wk ahead cum death,16,Idaho,2020-08-15,quantile,0.45,106
2020-07-05,6 wk ahead cum death,16,Idaho,2020-08-15,quantile,0.5,108
2020-07-05,6 wk ahead cum death,16,Idaho,2020-08-15,quantile,0.55,110
2020-07-05,6 wk ahead cum death,16,Idaho,2020-08-15,quantile,0.6,112
2020-07-05,6 wk ahead cum death,16,Idaho,2020-08-15,quantile,0.65,115
2020-07-05,6 wk ahead cum death,16,Idaho,2020-08-15,quantile,0.7,119
2020-07-05,6 wk ahead cum death,16,Idaho,2020-08-15,quantile,0.75,124
2020-07-05,6 wk ahead cum death,16,Idaho,2020-08-15,quantile,0.8,134
2020-07-05,6 wk ahead cum death,16,Idaho,2020-08-15,quantile,0.85,169
2020-07-05,6 wk ahead cum death,16,Idaho,2020-08-15,quantile,0.9,195
2020-07-05,6 wk ahead cum death,16,Idaho,2020-08-15,quantile,0.95,213
2020-07-05,6 wk ahead cum death,16,Idaho,2020-08-15,quantile,0.975,229
2020-07-05,6 wk ahead cum death,16,Idaho,2020-08-15,quantile,0.99,270.77000000000044
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,point,NA,3.803113553113553
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,point,NA,4.231310356310356
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,point,NA,4.71994671994672
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,point,NA,5.352189477189477
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,point,NA,6.09998334998335
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,point,NA,6.842241092241093
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,quantile,0.01,0
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,quantile,0.025,0
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,quantile,0.05,0
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,quantile,0.1,0
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,quantile,0.15,0
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,quantile,0.2,1
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,quantile,0.25,1
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,quantile,0.3,1
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,quantile,0.35,1
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,quantile,0.4,2
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,quantile,0.45,2
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,quantile,0.5,2
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,quantile,0.55,3
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,quantile,0.6,3
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,quantile,0.65,4
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,quantile,0.7,4
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,quantile,0.75,5
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,quantile,0.8,6
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,quantile,0.85,8
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,quantile,0.9,10
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,quantile,0.95,14
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,quantile,0.975,16
2020-07-05,1 wk ahead inc death,16,Idaho,2020-07-11,quantile,0.99,19
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,quantile,0.01,0
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,quantile,0.025,0
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,quantile,0.05,0
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,quantile,0.1,0
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,quantile,0.15,0
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,quantile,0.2,0
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,quantile,0.25,1
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,quantile,0.3,1
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,quantile,0.35,1
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,quantile,0.4,2
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,quantile,0.45,2
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,quantile,0.5,2
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,quantile,0.55,3
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,quantile,0.6,3
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,quantile,0.65,4
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,quantile,0.7,4
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,quantile,0.75,5
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,quantile,0.8,6.400000000001455
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,quantile,0.85,9
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,quantile,0.9,12
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,quantile,0.95,16
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,quantile,0.975,19
2020-07-05,2 wk ahead inc death,16,Idaho,2020-07-18,quantile,0.99,22
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,quantile,0.01,0
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,quantile,0.025,0
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,quantile,0.05,0
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,quantile,0.1,0
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,quantile,0.15,0
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,quantile,0.2,0
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,quantile,0.25,1
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,quantile,0.3,1
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,quantile,0.35,1
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,quantile,0.4,2
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,quantile,0.45,2
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,quantile,0.5,2
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,quantile,0.55,3
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,quantile,0.6,3
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,quantile,0.65,4
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,quantile,0.7,5
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,quantile,0.75,6
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,quantile,0.8,7
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,quantile,0.85,10
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,quantile,0.9,14
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,quantile,0.95,19
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,quantile,0.975,22
2020-07-05,3 wk ahead inc death,16,Idaho,2020-07-25,quantile,0.99,26
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,quantile,0.01,0
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,quantile,0.025,0
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,quantile,0.05,0
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,quantile,0.1,0
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,quantile,0.15,0
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,quantile,0.2,0
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,quantile,0.25,0
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,quantile,0.3,1
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,quantile,0.35,1
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,quantile,0.4,1
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,quantile,0.45,2
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,quantile,0.5,2
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,quantile,0.55,3
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,quantile,0.6,3
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,quantile,0.65,4
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,quantile,0.7,5
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,quantile,0.75,6
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,quantile,0.8,8
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,quantile,0.85,12
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,quantile,0.9,17
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,quantile,0.95,21
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,quantile,0.975,25
2020-07-05,4 wk ahead inc death,16,Idaho,2020-08-01,quantile,0.99,33.77000000000044
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,quantile,0.01,0
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,quantile,0.025,0
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,quantile,0.05,0
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,quantile,0.1,0
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,quantile,0.15,0
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,quantile,0.2,0
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,quantile,0.25,0
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,quantile,0.3,1
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,quantile,0.35,1
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,quantile,0.4,1
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,quantile,0.45,2
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,quantile,0.5,2
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,quantile,0.55,2
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,quantile,0.6,3
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,quantile,0.65,4
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,quantile,0.7,5
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,quantile,0.75,6
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,quantile,0.8,8
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,quantile,0.85,14
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,quantile,0.9,19
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,quantile,0.95,24
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,quantile,0.975,29
2020-07-05,5 wk ahead inc death,16,Idaho,2020-08-08,quantile,0.99,44.77000000000044
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,quantile,0.01,0
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,quantile,0.025,0
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,quantile,0.05,0
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,quantile,0.1,0
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,quantile,0.15,0
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,quantile,0.2,0
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,quantile,0.25,0
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,quantile,0.3,0
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,quantile,0.35,1
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,quantile,0.4,1
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,quantile,0.45,1
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,quantile,0.5,2
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,quantile,0.55,2
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,quantile,0.6,3
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,quantile,0.65,3
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,quantile,0.7,4
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,quantile,0.75,6
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,quantile,0.8,9
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,quantile,0.85,16
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,quantile,0.9,22
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,quantile,0.95,28
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,quantile,0.975,33
2020-07-05,6 wk ahead inc death,16,Idaho,2020-08-15,quantile,0.99,53
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,point,NA,7403.16539016539
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,point,NA,7517.482221482222
2020-07-05,3 wk ahead cum death,17,Illinois,2020-07-25,point,NA,7602.460428460428
2020-07-05,4 wk ahead cum death,17,Illinois,2020-08-01,point,NA,7666.895067895068
2020-07-05,5 wk ahead cum death,17,Illinois,2020-08-08,point,NA,7717.164576164576
2020-07-05,6 wk ahead cum death,17,Illinois,2020-08-15,point,NA,7757.145225145226
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,quantile,0.01,7326
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,quantile,0.025,7333
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,quantile,0.05,7339
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,quantile,0.1,7347
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,quantile,0.15,7354
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,quantile,0.2,7359
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,quantile,0.25,7365
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,quantile,0.3,7371
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,quantile,0.35,7376
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,quantile,0.4,7382
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,quantile,0.45,7387
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,quantile,0.5,7393
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,quantile,0.55,7399
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,quantile,0.6,7406
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,quantile,0.65,7412
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,quantile,0.7,7420
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,quantile,0.75,7428
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,quantile,0.8,7441
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,quantile,0.85,7458
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,quantile,0.9,7484
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,quantile,0.95,7510
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,quantile,0.975,7524
2020-07-05,1 wk ahead cum death,17,Illinois,2020-07-11,quantile,0.99,7538
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,quantile,0.01,7384
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,quantile,0.025,7393
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,quantile,0.05,7401
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,quantile,0.1,7412
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,quantile,0.15,7421
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,quantile,0.2,7430
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,quantile,0.25,7440
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,quantile,0.3,7453
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,quantile,0.35,7467
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,quantile,0.4,7480
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,quantile,0.45,7490
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,quantile,0.5,7499
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,quantile,0.55,7508
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,quantile,0.6,7517
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,quantile,0.65,7527
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,quantile,0.7,7539
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,quantile,0.75,7556.5
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,quantile,0.8,7585
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,quantile,0.85,7614
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,quantile,0.9,7693
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,quantile,0.95,7739
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,quantile,0.975,7762
2020-07-05,2 wk ahead cum death,17,Illinois,2020-07-18,quantile,0.99,7783
2020-07-05,3 wk ahead cum death,17,Illinois,2020-07-25,quantile,0.01,7417
2020-07-05,3 wk ahead cum death,17,Illinois,2020-07-25,quantile,0.025,7427
2020-07-05,3 wk ahead cum death,17,Illinois,2020-07-25,quantile,0.05,7436
2020-07-05,3 wk ahead cum death,17,Illinois,2020-07-25,quantile,0.1,7448
