forecast_date,target,location,location_name,target_end_date,type,quantile,value
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,point,NA,133071.68938468938
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,point,NA,136128.07633107633
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,point,NA,138994.53964553965
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,point,NA,141695.9772079772
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,point,NA,144262.55041255042
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,point,NA,146712.65238465238
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,quantile,0.01,132253
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,quantile,0.025,132298
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,quantile,0.05,132345
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,quantile,0.1,132439.6
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,quantile,0.15,132571
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,quantile,0.2,132631
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,quantile,0.25,132675
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,quantile,0.3,132713
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,quantile,0.35,132748
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,quantile,0.4,132783
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,quantile,0.45,132823
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,quantile,0.5,132873
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,quantile,0.55,132988.30000000002
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,quantile,0.6,133234.59999999998
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,quantile,0.65,133314
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,quantile,0.7,133383
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,quantile,0.75,133467
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,quantile,0.8,133713
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,quantile,0.85,133796
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,quantile,0.9,133853
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,quantile,0.95,133917
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,quantile,0.975,133963
2020-07-05,1 wk ahead cum death,US,US,2020-07-11,quantile,0.99,134015
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,quantile,0.01,134666
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,quantile,0.025,134736
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,quantile,0.05,134809
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,quantile,0.1,134942
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,quantile,0.15,135138
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,quantile,0.2,135270
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,quantile,0.25,135357
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,quantile,0.3,135432
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,quantile,0.35,135507
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,quantile,0.4,135590.4
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,quantile,0.45,135699
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,quantile,0.5,135833
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,quantile,0.55,136057
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,quantile,0.6,136378
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,quantile,0.65,136521
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,quantile,0.7,136648
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,quantile,0.75,136802
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,quantile,0.8,137389
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,quantile,0.85,137529
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,quantile,0.9,137628
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,quantile,0.95,137735
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,quantile,0.975,137822
2020-07-05,2 wk ahead cum death,US,US,2020-07-18,quantile,0.99,137901.74
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,quantile,0.01,136888
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,quantile,0.025,136984
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,quantile,0.05,137084
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,quantile,0.1,137232
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,quantile,0.15,137401
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,quantile,0.2,137633
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,quantile,0.25,137807.5
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,quantile,0.3,137946
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,quantile,0.35,138069
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,quantile,0.4,138214
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,quantile,0.45,138475.7
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,quantile,0.5,138750
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,quantile,0.55,138996.3
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,quantile,0.6,139244
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,quantile,0.65,139449
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,quantile,0.7,139639
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,quantile,0.75,139881
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,quantile,0.8,140919.8
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,quantile,0.85,141133
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,quantile,0.9,141292
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,quantile,0.95,141466.7
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,quantile,0.975,141585
2020-07-05,3 wk ahead cum death,US,US,2020-07-25,quantile,0.99,141719
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,quantile,0.01,138817
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,quantile,0.025,138971.65
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,quantile,0.05,139121
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,quantile,0.1,139307
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,quantile,0.15,139480
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,quantile,0.2,139743
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,quantile,0.25,140083
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,quantile,0.3,140311
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,quantile,0.35,140500
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,quantile,0.4,140717
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,quantile,0.45,141171
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,quantile,0.5,141522
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,quantile,0.55,141739
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,quantile,0.6,141925
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,quantile,0.65,142131.9
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,quantile,0.7,142370
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,quantile,0.75,142693
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,quantile,0.8,144336.8
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,quantile,0.85,144653
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,quantile,0.9,144886.4
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,quantile,0.95,145147.7
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,quantile,0.975,145338.35
2020-07-05,4 wk ahead cum death,US,US,2020-08-01,quantile,0.99,145514.74
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,quantile,0.01,140188.52000000002
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,quantile,0.025,140467.3
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,quantile,0.05,140792
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,quantile,0.1,141210.6
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,quantile,0.15,141490
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,quantile,0.2,141784
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,quantile,0.25,142239
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,quantile,0.3,142595
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,quantile,0.35,142857.09999999998
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,quantile,0.4,143158
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,quantile,0.45,143653
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,quantile,0.5,144037
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,quantile,0.55,144278
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,quantile,0.6,144495
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,quantile,0.65,144706
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,quantile,0.7,144947
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,quantile,0.75,145315
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,quantile,0.8,147659
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,quantile,0.85,148102.1
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,quantile,0.9,148447
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,quantile,0.95,148821
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,quantile,0.975,149089.34999999998
2020-07-05,5 wk ahead cum death,US,US,2020-08-08,quantile,0.99,149362.74
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,quantile,0.01,141204.26
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,quantile,0.025,141532.65
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,quantile,0.05,141980
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,quantile,0.1,142927.2
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,quantile,0.15,143470
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,quantile,0.2,143856
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,quantile,0.25,144354
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,quantile,0.3,144796
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,quantile,0.35,145143
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,quantile,0.4,145492.4
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,quantile,0.45,145879
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,quantile,0.5,146249
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,quantile,0.55,146585
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,quantile,0.6,146882.59999999998
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,quantile,0.65,147166
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,quantile,0.7,147489
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,quantile,0.75,147964
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,quantile,0.8,150866
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,quantile,0.85,151494
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,quantile,0.9,151988
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,quantile,0.95,152519.7
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,quantile,0.975,152903.35
2020-07-05,6 wk ahead cum death,US,US,2020-08-15,quantile,0.99,153299.74
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,point,NA,3269.5620305620305
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,point,NA,3056.3869463869464
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,point,NA,2866.4633144633144
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,point,NA,2701.4375624375625
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,point,NA,2566.5732045732047
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,point,NA,2450.101972101972
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,quantile,0.01,2618
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,quantile,0.025,2653
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,quantile,0.05,2694
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,quantile,0.1,2771
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,quantile,0.15,2867
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,quantile,0.2,2915
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,quantile,0.25,2951.5
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,quantile,0.3,2981
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,quantile,0.35,3010
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,quantile,0.4,3041
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,quantile,0.45,3077
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,quantile,0.5,3122
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,quantile,0.55,3220
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,quantile,0.6,3391
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,quantile,0.65,3455
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,quantile,0.7,3512
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,quantile,0.75,3584
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,quantile,0.8,3776
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,quantile,0.85,3846
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,quantile,0.9,3893
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,quantile,0.95,3947.699999999997
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,quantile,0.975,3987
2020-07-05,1 wk ahead inc death,US,US,2020-07-11,quantile,0.99,4030
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,quantile,0.01,2378
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,quantile,0.025,2412.65
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,quantile,0.05,2449
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,quantile,0.1,2507
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,quantile,0.15,2565
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,quantile,0.2,2625
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,quantile,0.25,2673
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,quantile,0.3,2714
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,quantile,0.35,2754
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,quantile,0.4,2806
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,quantile,0.45,2891
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,quantile,0.5,2981
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,quantile,0.55,3060
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,quantile,0.6,3137
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,quantile,0.65,3204
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,quantile,0.7,3273
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,quantile,0.75,3357.5
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,quantile,0.8,3642
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,quantile,0.85,3721
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,quantile,0.9,3779
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,quantile,0.95,3839
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,quantile,0.975,3887
2020-07-05,2 wk ahead inc death,US,US,2020-07-18,quantile,0.99,3936
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,quantile,0.01,2102.26
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,quantile,0.025,2157
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,quantile,0.05,2211
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,quantile,0.1,2277
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,quantile,0.15,2330
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,quantile,0.2,2387
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,quantile,0.25,2450
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,quantile,0.3,2512
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,quantile,0.35,2567
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,quantile,0.4,2634.4000000000015
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,quantile,0.45,2741
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,quantile,0.5,2829
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,quantile,0.55,2884
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,quantile,0.6,2928
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,quantile,0.65,2977
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,quantile,0.7,3027
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,quantile,0.75,3111
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,quantile,0.8,3495
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,quantile,0.85,3594
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,quantile,0.9,3667
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,quantile,0.95,3742
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,quantile,0.975,3796
2020-07-05,3 wk ahead inc death,US,US,2020-07-25,quantile,0.99,3857.739999999998
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,quantile,0.01,1705
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,quantile,0.025,1777
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,quantile,0.05,1872
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,quantile,0.1,2064
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,quantile,0.15,2167
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,quantile,0.2,2235
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,quantile,0.25,2302
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,quantile,0.3,2369
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,quantile,0.35,2427
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,quantile,0.4,2480
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,quantile,0.45,2537
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,quantile,0.5,2597
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,quantile,0.55,2658
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,quantile,0.6,2724
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,quantile,0.65,2790
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,quantile,0.7,2867
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,quantile,0.75,2984
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,quantile,0.8,3383
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,quantile,0.85,3506
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,quantile,0.9,3598
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,quantile,0.95,3699
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,quantile,0.975,3772
2020-07-05,4 wk ahead inc death,US,US,2020-08-01,quantile,0.99,3843
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,quantile,0.01,1321
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,quantile,0.025,1393
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,quantile,0.05,1491
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,quantile,0.1,1784.6000000000004
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,quantile,0.15,2068
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,quantile,0.2,2141
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,quantile,0.25,2195
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,quantile,0.3,2241
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,quantile,0.35,2286
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,quantile,0.4,2331
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,quantile,0.45,2373
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,quantile,0.5,2418
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,quantile,0.55,2467
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,quantile,0.6,2529.5999999999985
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,quantile,0.65,2624.9000000000015
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,quantile,0.7,2791
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,quantile,0.75,2960
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,quantile,0.8,3288
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,quantile,0.85,3442
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,quantile,0.9,3564
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,quantile,0.95,3694
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,quantile,0.975,3788
2020-07-05,5 wk ahead inc death,US,US,2020-08-08,quantile,0.99,3902.739999999998
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,quantile,0.01,1004.26
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,quantile,0.025,1070
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,quantile,0.05,1163
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,quantile,0.1,1489
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,quantile,0.15,1931.8999999999996
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,quantile,0.2,2004
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,quantile,0.25,2056
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,quantile,0.3,2101
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,quantile,0.35,2141
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,quantile,0.4,2182
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,quantile,0.45,2225.7000000000007
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,quantile,0.5,2274
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,quantile,0.55,2330
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,quantile,0.6,2405
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,quantile,0.65,2543
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,quantile,0.7,2766
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,quantile,0.75,2970
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,quantile,0.8,3203
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,quantile,0.85,3384
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,quantile,0.9,3543
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,quantile,0.95,3711
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,quantile,0.975,3847.3499999999985
2020-07-05,6 wk ahead inc death,US,US,2020-08-15,quantile,0.99,4004
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,point,NA,16.240509490509492
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,point,NA,21.819805194805195
2020-07-05,3 wk ahead cum death,02,Alaska,2020-07-25,point,NA,30.346361971361972
2020-07-05,4 wk ahead cum death,02,Alaska,2020-08-01,point,NA,42.684648684648685
2020-07-05,5 wk ahead cum death,02,Alaska,2020-08-08,point,NA,59.30128205128205
2020-07-05,6 wk ahead cum death,02,Alaska,2020-08-15,point,NA,80.10522810522811
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,quantile,0.01,12
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,quantile,0.025,12
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,quantile,0.05,12
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,quantile,0.1,13
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,quantile,0.15,13
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,quantile,0.2,13
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,quantile,0.25,14
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,quantile,0.3,14
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,quantile,0.35,14
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,quantile,0.4,15
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,quantile,0.45,15
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,quantile,0.5,15
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,quantile,0.55,16
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,quantile,0.6,16
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,quantile,0.65,16
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,quantile,0.7,17
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,quantile,0.75,18
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,quantile,0.8,18
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,quantile,0.85,19
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,quantile,0.9,21
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,quantile,0.95,24
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,quantile,0.975,27
2020-07-05,1 wk ahead cum death,02,Alaska,2020-07-11,quantile,0.99,30
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,quantile,0.01,12
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,quantile,0.025,13
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,quantile,0.05,13
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,quantile,0.1,14
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,quantile,0.15,15
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,quantile,0.2,15
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,quantile,0.25,16
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,quantile,0.3,16
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,quantile,0.35,17
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,quantile,0.4,17
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,quantile,0.45,18
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,quantile,0.5,19
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,quantile,0.55,19
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,quantile,0.6,20
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,quantile,0.65,21
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,quantile,0.7,23
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,quantile,0.75,24
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,quantile,0.8,26
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,quantile,0.85,29
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,quantile,0.9,34
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,quantile,0.95,41
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,quantile,0.975,50
2020-07-05,2 wk ahead cum death,02,Alaska,2020-07-18,quantile,0.99,60.77000000000044
2020-07-05,3 wk ahead cum death,02,Alaska,2020-07-25,quantile,0.01,13
